FPR,TPR,Threshold
0.0,0.0,inf
0.0,0.002849002849002849,0.7587607
0.0,0.9572649572649573,0.75263286
0.003355704697986577,0.9572649572649573,0.75261027
0.003355704697986577,0.9772079772079773,0.75206435
0.010067114093959731,0.9772079772079773,0.75173986
0.010067114093959731,0.9943019943019943,0.749345
0.016778523489932886,0.9943019943019943,0.7481575
0.016778523489932886,1.0,0.74777925
0.0738255033557047,1.0,0.5025569
0.08053691275167785,1.0,0.5025566
0.11073825503355705,1.0,0.5025543
0.1174496644295302,1.0,0.5025542
0.12751677852348994,1.0,0.502554
0.1342281879194631,1.0,0.50255305
0.16778523489932887,1.0,0.5025512
0.174496644295302,1.0,0.50255096
0.20469798657718122,1.0,0.5025494
0.21140939597315436,1.0,0.5025492
0.2214765100671141,1.0,0.50254875
0.22818791946308725,1.0,0.50254846
0.2651006711409396,1.0,0.5025462
0.2785234899328859,1.0,0.50254595
0.3187919463087248,1.0,0.5025445
0.3389261744966443,1.0,0.50254387
0.37583892617449666,1.0,0.5025422
0.3825503355704698,1.0,0.5025421
0.40604026845637586,1.0,0.5025411
0.4161073825503356,1.0,0.5025409
0.42953020134228187,1.0,0.50253975
0.436241610738255,1.0,0.5025397
0.4429530201342282,1.0,0.50253946
0.44966442953020136,1.0,0.5025392
0.4563758389261745,1.0,0.50253904
0.46308724832214765,1.0,0.50253856
0.4697986577181208,1.0,0.5025382
0.47651006711409394,1.0,0.50253814
0.4899328859060403,1.0,0.50253785
0.4966442953020134,1.0,0.5025378
0.5100671140939598,1.0,0.50253737
0.5167785234899329,1.0,0.5025373
0.5369127516778524,1.0,0.50253695
0.5469798657718121,1.0,0.50253624
0.5536912751677853,1.0,0.50253606
0.5771812080536913,1.0,0.5025353
0.5906040268456376,1.0,0.502535
0.5973154362416108,1.0,0.5025348
0.610738255033557,1.0,0.5025345
0.6644295302013423,1.0,0.502532
0.6778523489932886,1.0,0.50253165
0.6812080536912751,1.0,0.5025316
0.6879194630872483,1.0,0.5025314
0.7080536912751678,1.0,0.50253075
0.714765100671141,1.0,0.5025307
0.7248322147651006,1.0,0.5025304
0.7348993288590604,1.0,0.5025302
0.7416107382550335,1.0,0.50253016
0.7751677852348994,1.0,0.5025276
0.7818791946308725,1.0,0.5025272
0.7919463087248322,1.0,0.50252646
0.7986577181208053,1.0,0.5025264
0.8154362416107382,1.0,0.5025255
0.8221476510067114,1.0,0.50252545
0.8389261744966443,1.0,0.5025244
0.8456375838926175,1.0,0.50252414
0.8624161073825504,1.0,0.50252324
0.8758389261744967,1.0,0.5025227
0.8791946308724832,1.0,0.50252193
0.8859060402684564,1.0,0.5025216
0.9530201342281879,1.0,0.5025132
0.959731543624161,1.0,0.50251234
1.0,1.0,0.50249714
