FPR,TPR,Threshold
0.0,0.0,inf
0.0,0.0031847133757961785,0.7503864
0.0,0.07006369426751592,0.7497893
0.0,0.07643312101910828,0.7497823
0.0,0.21656050955414013,0.7494052
0.0,0.2229299363057325,0.74939895
0.0,0.5095541401273885,0.7487281
0.0,0.5159235668789809,0.74872506
0.0,0.964968152866242,0.74765337
0.0029940119760479044,0.964968152866242,0.7476082
0.0029940119760479044,0.9904458598726115,0.7474474
0.005988023952095809,0.9904458598726115,0.7473611
0.011976047904191617,0.9904458598726115,0.7472295
0.014970059880239521,0.9904458598726115,0.7471584
0.014970059880239521,0.9968152866242038,0.74690366
0.023952095808383235,0.9968152866242038,0.50550705
0.023952095808383235,1.0,0.49698755
0.038922155688622756,1.0,0.49616066
0.05089820359281437,1.0,0.4961589
0.19161676646706588,1.0,0.49606335
0.19760479041916168,1.0,0.49606287
0.40718562874251496,1.0,0.49595308
0.41317365269461076,1.0,0.49595237
0.49700598802395207,1.0,0.49587345
0.5029940119760479,1.0,0.49587193
0.6377245508982036,1.0,0.4957921
0.6437125748502994,1.0,0.49578953
0.811377245508982,1.0,0.49561423
0.8173652694610778,1.0,0.49561378
0.8353293413173652,1.0,0.49558935
0.8413173652694611,1.0,0.49557793
0.9790419161676647,1.0,0.49536747
0.9850299401197605,1.0,0.4953574
1.0,1.0,0.4952984
